,Unnamed: 0,Unnamed: 0.1,Values,Date
240,241,241,12165.299805,2019-12-31
241,242,242,12195.25,2020-01-01
242,243,243,12191.349609,2020-01-02
243,244,244,11974.200195,2020-01-03
244,245,245,12005.349609,2020-01-06
245,246,246,11929.599609,2020-01-07
246,247,247,12132.549805,2020-01-08
247,248,248,12213.200195,2020-01-09
248,249,249,12285.799805,2020-01-10
249,250,250,12308.700195,2020-01-13
250,251,251,12278.75,2020-01-14
251,252,252,12315.799805,2020-01-15
252,253,253,12321.400391,2020-01-16
253,254,254,12216.900391,2020-01-17
254,255,255,12162.299805,2020-01-20
255,256,256,12087.900391,2020-01-21
256,257,257,12094.099609,2020-01-22
257,258,258,12149.650391,2020-01-23
258,259,259,12107.0,2020-01-24
259,260,260,12024.5,2020-01-27
260,261,261,12103.799805,2020-01-28
261,262,262,12010.599609,2020-01-29
262,263,263,11945.849609,2020-01-30
263,264,264,11614.5,2020-01-31
264,265,265,11783.400391,2020-02-03
265,266,266,11953.349609,2020-02-04
266,267,267,12084.650391,2020-02-05
267,268,268,12073.950195,2020-02-06
268,269,269,11990.75,2020-02-07
269,270,270,12099.0,2020-02-10
270,271,271,12144.299805,2020-02-11
271,272,272,12139.799805,2020-02-12
272,273,273,12091.200195,2020-02-13
273,274,274,12037.0,2020-02-14
274,275,275,11908.049805,2020-02-17
275,276,276,12042.099609,2020-02-18
276,277,277,12071.450195,2020-02-19
277,278,278,11813.400391,2020-02-20
278,279,279,11779.900391,2020-02-24
279,280,280,11639.599609,2020-02-25
280,281,281,11536.700195,2020-02-26
281,282,282,11175.049805,2020-02-27
282,283,283,11036.25,2020-02-28
283,284,284,11152.549805,2020-03-02
284,285,285,11082.150391,2020-03-03
285,286,286,11244.599609,2020-03-04
286,287,287,10827.400391,2020-03-05
287,288,288,10294.450195,2020-03-06
288,289,289,10334.0,2020-03-09
289,290,290,9508.0,2020-03-11
290,291,291,8555.150391,2020-03-12
291,292,292,9165.099609,2020-03-13
292,293,293,8915.599609,2020-03-16
293,294,294,8407.049805,2020-03-17
294,295,295,7832.549805,2020-03-18
295,296,296,8178.200195,2020-03-19
296,297,297,7583.600098000001,2020-03-20
297,298,298,7511.100098000001,2020-03-23
298,299,299,7714.75,2020-03-24
299,300,300,8304.900391,2020-03-25
300,301,301,8522.900391,2020-03-26
301,302,302,8244.0,2020-03-27
302,303,303,8358.0,2020-03-30
303,304,304,8198.349609,2020-03-31
304,305,305,8055.799805,2020-04-01
305,306,306,8360.950195,2020-04-03
306,307,307,8653.900391,2020-04-07
307,308,308,8904.549805,2020-04-08
308,309,309,8912.400391,2020-04-09
309,310,310,8874.099609,2020-04-13
310,311,311,8821.900391,2020-04-15
311,312,312,9091.349609,2020-04-16
312,313,313,9230.799805,2020-04-17
313,314,314,8909.400391,2020-04-20
314,315,315,8946.25,2020-04-21
315,316,316,9170.150391,2020-04-22
316,317,317,9141.299805,2020-04-23
317,318,318,9250.349609,2020-04-24
318,319,319,9260.0,2020-04-27
319,320,320,9392.349609,2020-04-28
320,321,321,9731.5,2020-04-29
321,322,322,9266.950195,2020-04-30
322,323,323,9190.75,2020-05-04
323,324,324,9116.5,2020-05-05
324,325,325,9175.900391,2020-05-06
325,326,326,9238.200195,2020-05-07
326,327,327,9219.950195,2020-05-08
327,328,328,9043.950195,2020-05-11
328,329,329,9351.099609,2020-05-12
329,330,330,9119.75,2020-05-13
330,331,331,9050.0,2020-05-14
331,332,332,8806.75,2020-05-15
332,333,333,8855.299805,2020-05-18
333,334,334,8875.349609,2020-05-19
334,335,335,9056.099609,2020-05-20
335,336,336,8968.549805,2020-05-21
336,337,337,8996.650391,2020-05-22
337,338,338,9004.25,2020-05-26
338,339,339,9336.5,2020-05-27
339,340,340,9376.900391,2020-05-28
340,341,341,9706.950195,2020-05-29
341,342,342,9824.049805,2020-06-01
342,343,343,10035.549805,2020-06-02
343,344,344,9944.25,2020-06-03
344,345,345,10040.75,2020-06-04
345,346,346,10120.25,2020-06-05
346,347,347,10021.450195,2020-06-08
347,348,348,10036.849609,2020-06-09
348,349,349,9885.049805,2020-06-10
349,350,350,9544.349609,2020-06-11
350,351,351,9726.349609,2020-06-12
351,352,352,9728.5,2020-06-15
352,353,353,9833.799805,2020-06-16
353,354,354,9845.049805,2020-06-17
354,355,355,10072.650391,2020-06-18
355,356,356,10277.599609,2020-06-19
356,357,357,10301.75,2020-06-22
357,358,358,10281.950195,2020-06-23
358,359,359,10194.5,2020-06-24
359,360,360,10311.25,2020-06-25
360,361,361,10223.599609,2020-06-26
361,362,362,10267.349609,2020-06-29
362,363,363,10299.599609,2020-06-30
363,364,364,10485.549805,2020-07-01
364,365,365,10562.650391,2020-07-02
365,366,366,10695.099609,2020-07-03
366,367,367,10689.700195,2020-07-06
367,368,368,10676.549805,2020-07-07
368,369,369,10733.0,2020-07-08
369,370,370,10713.0,2020-07-09
370,371,371,10756.049805,2020-07-10
371,372,372,10562.900391,2020-07-13
372,373,373,10577.75,2020-07-14
373,374,374,10595.200195,2020-07-15
374,375,375,10749.650391,2020-07-16
375,376,376,10953.0,2020-07-17
376,377,377,11113.25,2020-07-20
377,378,378,11056.549805,2020-07-21
378,379,379,11103.150391,2020-07-22
379,380,380,11090.299805,2020-07-23
380,381,381,11087.849609,2020-07-24
381,382,382,11151.400391,2020-07-27
382,383,383,11149.75,2020-07-28
383,384,384,11084.950195,2020-07-29
384,385,385,11026.650391,2020-07-30
385,386,386,10882.25,2020-07-31
386,387,387,10908.099609,2020-08-03
387,388,388,11064.049805,2020-08-04
388,389,389,11127.299805,2020-08-05
389,390,390,11142.049805,2020-08-06
390,391,391,11238.0,2020-08-07
391,392,392,11299.150391,2020-08-10
392,393,393,11242.650391,2020-08-11
393,394,394,11269.950195,2020-08-12
394,395,395,11111.450195,2020-08-13
395,396,396,11144.5,2020-08-14
396,397,397,11253.150391,2020-08-17
397,398,398,11394.099609,2020-08-18
398,399,399,11289.799805,2020-08-19
399,400,400,11362.200195,2020-08-20
400,401,401,11410.650391,2020-08-21
401,402,402,11423.349609,2020-08-24
402,403,403,11461.849609,2020-08-25
403,404,404,11540.599609,2020-08-26
404,405,405,11589.400391,2020-08-27
405,406,406,11325.849609,2020-08-28
406,407,407,11366.900391,2020-08-31
407,408,408,11430.400391,2020-09-01
408,409,409,11507.650391,2020-09-02
409,410,410,11303.650391,2020-09-03
410,411,411,11251.700195,2020-09-04
411,412,412,11290.450195,2020-09-07
412,413,413,11185.150391,2020-09-08
413,414,414,11327.400391,2020-09-09
414,415,415,11419.900391,2020-09-10
415,416,416,11383.549805,2020-09-11
416,417,417,11442.25,2020-09-14
417,418,418,11516.75,2020-09-15
418,419,419,11498.5,2020-09-16
419,420,420,11446.099609,2020-09-17
420,421,421,11218.5,2020-09-18
421,422,422,11084.650391,2020-09-21
422,423,423,11024.400391,2020-09-22
423,424,424,10790.200195,2020-09-23
424,425,425,10854.849609,2020-09-24
425,426,426,11099.849609,2020-09-25
426,427,427,11181.0,2020-09-28
427,428,428,11184.549805,2020-09-29
428,429,429,11347.049805,2020-09-30
429,430,430,11452.299805,2020-10-01
430,431,431,11564.299805,2020-10-05
431,432,432,11629.349609,2020-10-06
432,433,433,11791.150391,2020-10-07
433,434,434,11805.200195,2020-10-08
434,435,435,11867.200195,2020-10-09
435,436,436,11888.900391,2020-10-12
436,437,437,11822.150391,2020-10-13
437,438,438,11661.299805,2020-10-14
438,439,439,11667.849609,2020-10-15
439,440,440,11820.400391,2020-10-16
440,441,441,11837.25,2020-10-19
441,442,442,11775.75,2020-10-20
442,443,443,11823.450195,2020-10-21
443,444,444,11908.75,2020-10-22
444,445,445,11711.700195,2020-10-23
445,446,446,11723.0,2020-10-26
446,447,447,11684.849609,2020-10-27
447,448,448,11606.450195,2020-10-28
448,449,449,11535.450195,2020-10-29
449,450,450,11557.400391,2020-10-30
450,451,451,11723.299805,2020-11-02
451,452,452,11756.400391,2020-11-03
452,453,453,12027.599609,2020-11-04
453,454,454,12131.849609,2020-11-05
454,455,455,12367.349609,2020-11-06
455,456,456,12475.25,2020-11-09
456,457,457,12571.099609,2020-11-10
457,458,458,12624.849609,2020-11-11
458,459,459,12607.700195,2020-11-12
459,460,460,12797.099609,2020-11-13
460,462,462,12745.75,2020-11-17
461,463,463,12730.25,2020-11-18
462,464,464,12825.700195,2020-11-19
463,465,465,12978.0,2020-11-20
464,466,466,12833.650391,2020-11-23
465,467,467,12790.400391,2020-11-24
466,468,468,12914.299805,2020-11-25
467,469,469,12962.799805,2020-11-26
468,470,470,12983.549805,2020-11-27
469,471,471,13107.900391,2020-12-01
470,472,472,13152.849609,2020-12-02
471,473,473,13241.950195,2020-12-03
472,474,474,13311.049805,2020-12-04
473,475,475,13449.599609,2020-12-07
474,476,476,13399.299805,2020-12-08
475,477,477,13402.849609,2020-12-09
476,478,478,13472.450195,2020-12-10
477,479,479,13447.049805,2020-12-11
478,480,480,13606.450195,2020-12-14
479,481,481,13673.549805,2020-12-15
480,482,482,13658.599609,2020-12-16
481,483,483,13131.450195,2020-12-17
482,484,484,13192.900391,2020-12-18
483,485,485,13432.200195,2020-12-21
484,486,486,13626.900391,2020-12-22
485,487,487,13811.549805,2020-12-23
486,488,488,13859.900391,2020-12-24
487,489,489,13864.950195,2020-12-28
488,490,490,13936.450195,2020-12-29
489,491,491,13953.75,2020-12-30
490,492,492,14048.150391,2020-12-31
491,494,494,14123.099609,2021-01-04
492,495,495,14221.650391,2021-01-05
493,496,496,14383.099609,2021-01-06
